CustomerNo ,AVGCREDIT,TOTALCREDIT,AVGDEBIT,TOTALDEBIT
19369,1564684.0,3824752.28,-351959.58,-2017.6
19370,318729.36,45.0,-168.13,-71009.182
19371,3.75,32038.182,-1565221.82,-4223515.01
19372,0.33,45.0,-1565221.82,-4223515.01
19373,318729.36,3824752.28,-1565221.82,-1565221.82
19374,318729.36,32038.182,0.0,-71009.182
19375,0.33,45.0,0.0,-4223515.01
19376,2669.85,45.0,-1565221.82,-71009.182
19377,3.75,32038.182,-5917.43,-71009.182
19378,0.33,32038.182,-351959.58,-4223515.01
19379,318729.36,-130435.15,-1565221.82,-2017.6
19380,1564684.0,3824752.28,-351959.58,-2017.6
19381,1564684.0,32038.182,-1565221.82,-4223515.01
19382,318729.36,4.0,-351959.58,-1565221.82
19383,2669.85,3824752.28,-1565221.82,0.0
19384,318729.36,-130435.15,-1565221.82,-71009.182
19385,0.33,45.0,0.0,-1565221.82
19386,318729.36,4.0,-351959.58,-1565221.82
19387,1564684.0,32038.182,-351959.58,-4223515.01
19388,3.75,32038.182,-5917.43,-1565221.82
19389,0.33,4.0,-168.13,0.0
19390,3.75,32038.182,-5917.43,-2017.6
19391,2669.85,45.0,-351959.58,-4223515.01
19392,318729.36,45.0,-168.13,-71009.182
19393,1564684.0,32038.182,0.0,-71009.182
19394,2669.85,45.0,-168.13,-71009.182
19395,2669.85,3824752.28,0.0,-2017.6
19396,318729.36,3824752.28,-1565221.82,0.0
19397,318729.36,4.0,-351959.58,-1565221.82
19398,1564684.0,3824752.28,-351959.58,-2017.6
19399,1564684.0,3824752.28,-351959.58,-2017.6
19400,1564684.0,3824752.28,-351959.58,-2017.6
19401,3.75,32038.182,-5917.43,-2017.6
19402,0.33,3824752.28,0.0,-71009.182
19403,3.75,3824752.28,-1565221.82,0.0
19404,318729.36,32038.182,0.0,-71009.182
19405,1564684.0,3824752.28,-351959.58,-2017.6
19406,3.75,32038.182,-5917.43,-2017.6
19407,0.33,32038.182,-5917.43,-2017.6
19408,318729.36,32038.182,-1565221.82,-71009.182
19409,318729.36,4.0,-168.13,-2017.6
19410,318729.36,4.0,-351959.58,-1565221.82
19411,3.75,32038.182,-5917.43,-2017.6
19412,3.75,32038.182,-1565221.82,-4223515.01
19413,318729.36,4.0,-351959.58,-1565221.82
19414,0.33,3824752.28,0.0,-71009.182
19415,2669.85,3824752.28,0.0,-2017.6
19416,3.75,32038.182,0.0,-71009.182
19417,318729.36,-130435.15,-1565221.82,-2017.6
19418,1564684.0,-130435.15,-1565221.82,-2017.6
19419,0.33,45.0,-1565221.82,-4223515.01
19420,1564684.0,32038.182,0.0,-2017.6
19421,2669.85,32038.182,-1565221.82,-71009.182
19422,1564684.0,32038.182,-351959.58,-1565221.82
19423,318729.36,-130435.15,-1565221.82,-2017.6
19424,318729.36,45.0,-168.13,-1565221.82
19425,318729.36,32038.182,-1565221.82,-4223515.01
19426,318729.36,32038.182,-1565221.82,-4223515.01
19427,1564684.0,32038.182,0.0,-71009.182
19428,1564684.0,32038.182,-1565221.82,-4223515.01
19429,318729.36,32038.182,-1565221.82,-4223515.01
19430,3.75,32038.182,0.0,-71009.182
19431,0.33,3824752.28,0.0,-2017.6
19432,1564684.0,32038.182,0.0,-71009.182
19433,318729.36,32038.182,-1565221.82,-4223515.01
19434,0.33,3824752.28,0.0,-2017.6
19435,1564684.0,-130435.15,-1565221.82,-71009.182
19436,3.75,32038.182,-5917.43,-2017.6
19437,1564684.0,3824752.28,-351959.58,-2017.6
19438,1564684.0,32038.182,-1565221.82,-4223515.01
19439,2669.85,3824752.28,-1565221.82,0.0
19440,318729.36,45.0,-351959.58,-4223515.01
19441,318729.36,4.0,0.0,-4223515.01
19442,2669.85,45.0,-351959.58,-4223515.01
19443,0.33,3824752.28,0.0,0.0
19444,0.33,3824752.28,-5917.43,-4223515.01
19445,1564684.0,3824752.28,-351959.58,-2017.6
19446,0.33,3824752.28,0.0,-4223515.01
19447,318729.36,-130435.15,-1565221.82,-71009.182
19448,318729.36,45.0,-168.13,-71009.182
19449,3.75,45.0,-168.13,-71009.182
19450,318729.36,32038.182,-1565221.82,-4223515.01
19451,1564684.0,3824752.28,-351959.58,-2017.6
19452,318729.36,32038.182,-1565221.82,-4223515.01
19453,3.75,32038.182,0.0,-71009.182
19454,2669.85,4.0,-1565221.82,0.0
19455,318729.36,4.0,-168.13,-4223515.01
19456,3.75,32038.182,0.0,-2017.6
19457,318729.36,32038.182,-1565221.82,-4223515.01
19458,3.75,32038.182,-5917.43,-2017.6
19459,1564684.0,3824752.28,-1565221.82,0.0
19460,0.33,45.0,-1565221.82,-1565221.82
19461,3.75,32038.182,-5917.43,-1565221.82
19462,0.33,4.0,0.0,-4223515.01
19463,1564684.0,3824752.28,-351959.58,-2017.6
19464,2669.85,45.0,-351959.58,-4223515.01
19465,318729.36,-130435.15,0.0,-1565221.82
19466,318729.36,-130435.15,-1565221.82,-71009.182
19467,0.33,45.0,0.0,-1565221.82
19468,318729.36,-130435.15,-5917.43,-2017.6
19469,318729.36,32038.182,-1565221.82,-4223515.01
19470,1564684.0,45.0,-5917.43,-71009.182
19471,1564684.0,3824752.28,-1565221.82,0.0
19472,3.75,4.0,0.0,-4223515.01
19473,2669.85,32038.182,-1565221.82,-4223515.01
19474,3.75,4.0,0.0,-4223515.01
19475,1564684.0,3824752.28,-351959.58,-2017.6
19476,1564684.0,32038.182,0.0,-2017.6
19477,0.33,45.0,-1565221.82,-4223515.01
19478,1564684.0,32038.182,-5917.43,-71009.182
19479,1564684.0,3824752.28,-351959.58,-2017.6
19480,1564684.0,3824752.28,-168.13,-2017.6
19481,0.33,3824752.28,0.0,-2017.6
19482,1564684.0,32038.182,-1565221.82,-4223515.01
19483,1564684.0,32038.182,-1565221.82,-4223515.01
19484,1564684.0,32038.182,0.0,-71009.182
19485,318729.36,-130435.15,-1565221.82,-71009.182
19486,3.75,32038.182,-5917.43,-1565221.82
19487,0.33,45.0,-1565221.82,-1565221.82
19488,318729.36,45.0,-351959.58,-4223515.01
19489,318729.36,32038.182,0.0,-2017.6
19490,0.33,45.0,-351959.58,-4223515.01
19491,0.33,45.0,-1565221.82,-1565221.82
19492,0.33,4.0,0.0,-4223515.01
19493,2669.85,3824752.28,0.0,-4223515.01
19494,2669.85,32038.182,-168.13,-1565221.82
19495,0.33,45.0,-351959.58,-4223515.01
19496,3.75,-130435.15,-168.13,-4223515.01
19497,318729.36,32038.182,0.0,-2017.6
19498,3.75,32038.182,-5917.43,-1565221.82
19499,0.33,45.0,-1565221.82,-4223515.01
19500,318729.36,-130435.15,-1565221.82,-2017.6
19501,2669.85,45.0,-351959.58,-4223515.01
19502,1564684.0,32038.182,0.0,-2017.6
19503,0.33,3824752.28,0.0,-4223515.01
19504,2669.85,32038.182,-1565221.82,-4223515.01
19505,1564684.0,-130435.15,-1565221.82,-71009.182
19506,3.75,32038.182,-5917.43,-1565221.82
19507,1564684.0,32038.182,0.0,-71009.182
19508,1564684.0,3824752.28,-351959.58,-2017.6
19509,1564684.0,45.0,-5917.43,-71009.182
19510,318729.36,4.0,-351959.58,-1565221.82
19511,1564684.0,3824752.28,-168.13,-2017.6
19512,1564684.0,-130435.15,-1565221.82,-71009.182
19513,1564684.0,32038.182,-1565221.82,-4223515.01
19514,318729.36,4.0,-351959.58,-1565221.82
19515,3.75,32038.182,-1565221.82,-4223515.01
19516,318729.36,32038.182,-1565221.82,-4223515.01
19517,1564684.0,3824752.28,-351959.58,-2017.6
19518,1564684.0,45.0,-1565221.82,-71009.182
19519,1564684.0,4.0,0.0,-4223515.01
19520,0.33,45.0,-1565221.82,-1565221.82
19521,2669.85,32038.182,-168.13,-1565221.82
19522,0.33,45.0,-1565221.82,-71009.182
19523,2669.85,4.0,-351959.58,-1565221.82
19524,2669.85,45.0,-351959.58,-4223515.01
19525,1564684.0,32038.182,0.0,-71009.182
19526,318729.36,32038.182,0.0,-2017.6
19527,1564684.0,45.0,-5917.43,-71009.182
19528,0.33,-130435.15,-168.13,-4223515.01
19529,1564684.0,3824752.28,-351959.58,-2017.6
19530,2669.85,45.0,-351959.58,-4223515.01
19531,1564684.0,3824752.28,-168.13,0.0
19532,318729.36,4.0,-351959.58,-1565221.82
19533,1564684.0,3824752.28,-351959.58,-2017.6
19534,2669.85,32038.182,-1565221.82,-4223515.01
19535,3.75,32038.182,0.0,-71009.182
19536,1564684.0,3824752.28,-351959.58,-2017.6
19537,1564684.0,45.0,-5917.43,-71009.182
19538,3.75,32038.182,0.0,-71009.182
19539,318729.36,4.0,-351959.58,-1565221.82
19540,3.75,4.0,0.0,-4223515.01
19541,318729.36,4.0,-351959.58,-1565221.82
19542,1564684.0,3824752.28,-351959.58,-2017.6
19543,3.75,45.0,-168.13,-71009.182
19544,2669.85,45.0,-168.13,-71009.182
19545,1564684.0,3824752.28,-351959.58,-2017.6
19546,0.33,45.0,-1565221.82,-4223515.01
19547,318729.36,4.0,-351959.58,0.0
19548,318729.36,4.0,-168.13,-1565221.82
19549,0.33,3824752.28,0.0,-4223515.01
19550,2669.85,3824752.28,-5917.43,-71009.182
19551,1564684.0,32038.182,-1565221.82,-4223515.01
19552,3.75,32038.182,0.0,-71009.182
19553,0.33,3824752.28,0.0,-71009.182
19554,0.33,45.0,0.0,-4223515.01
19555,3.75,32038.182,-1565221.82,-4223515.01
19556,1564684.0,32038.182,0.0,-71009.182
19557,0.33,3824752.28,0.0,-2017.6
19558,3.75,32038.182,-1565221.82,-4223515.01
19559,2669.85,3824752.28,-5917.43,-71009.182
19560,3.75,32038.182,0.0,-2017.6
19561,318729.36,32038.182,-351959.58,-4223515.01
19562,1564684.0,3824752.28,-351959.58,-2017.6
19563,318729.36,32038.182,-351959.58,-1565221.82
19564,3.75,32038.182,0.0,-71009.182
19565,1564684.0,3824752.28,-351959.58,-2017.6
19566,3.75,32038.182,-5917.43,-1565221.82
19567,1564684.0,32038.182,0.0,-71009.182
19568,318729.36,45.0,-168.13,-71009.182
19569,318729.36,3824752.28,-351959.58,-2017.6
19570,318729.36,-130435.15,-1565221.82,-71009.182
19571,0.33,4.0,-1565221.82,0.0
19572,318729.36,4.0,-351959.58,-1565221.82
19573,3.75,32038.182,-5917.43,-2017.6
19574,3.75,45.0,-168.13,-71009.182
19575,0.33,45.0,-1565221.82,-71009.182
19576,3.75,32038.182,-5917.43,-2017.6
19577,3.75,32038.182,-5917.43,-1565221.82
19578,3.75,32038.182,-5917.43,-71009.182
19579,318729.36,4.0,-351959.58,0.0
19580,0.33,45.0,-1565221.82,-1565221.82
19581,318729.36,4.0,-351959.58,-1565221.82
19582,318729.36,4.0,-351959.58,-1565221.82
19583,318729.36,3824752.28,-1565221.82,-1565221.82
19584,3.75,32038.182,-5917.43,-4223515.01
19585,1564684.0,3824752.28,-351959.58,-2017.6
19586,0.33,3824752.28,0.0,0.0
19587,1564684.0,45.0,-5917.43,-71009.182
19588,1564684.0,3824752.28,-168.13,-2017.6
19589,2669.85,3824752.28,-1565221.82,0.0
19590,2669.85,3824752.28,-1565221.82,0.0
19591,3.75,45.0,-168.13,-71009.182
19592,318729.36,45.0,-168.13,-71009.182
19593,1564684.0,32038.182,-1565221.82,-4223515.01
19594,3.75,32038.182,0.0,-71009.182
19595,1564684.0,32038.182,-351959.58,-4223515.01
19596,0.33,3824752.28,0.0,-2017.6
19597,3.75,32038.182,0.0,-71009.182
19598,318729.36,32038.182,-1565221.82,-4223515.01
19599,1564684.0,32038.182,-351959.58,-4223515.01
19600,3.75,32038.182,0.0,-71009.182
19601,1564684.0,32038.182,0.0,-71009.182
19602,1564684.0,3824752.28,-168.13,0.0
19603,1564684.0,32038.182,0.0,-71009.182
19604,3.75,32038.182,-5917.43,-2017.6
19605,1564684.0,-130435.15,-5917.43,-2017.6
19606,0.33,3824752.28,0.0,-71009.182
19607,2669.85,3824752.28,-1565221.82,0.0
19608,318729.36,-130435.15,-1565221.82,-71009.182
19609,0.33,45.0,-351959.58,-4223515.01
19610,1564684.0,3824752.28,-351959.58,-2017.6
19611,0.33,3824752.28,0.0,-4223515.01
19612,0.33,45.0,-1565221.82,-1565221.82
19613,0.33,3824752.28,0.0,0.0
19614,1564684.0,3824752.28,-351959.58,-2017.6
19615,2669.85,45.0,-351959.58,-4223515.01
19616,318729.36,3824752.28,-1565221.82,0.0
19617,318729.36,-130435.15,-1565221.82,-71009.182
19618,318729.36,32038.182,-351959.58,-4223515.01
19619,1564684.0,3824752.28,-351959.58,-2017.6
19620,3.75,32038.182,0.0,-71009.182
19621,318729.36,45.0,-168.13,-71009.182
19622,318729.36,-130435.15,-1565221.82,-71009.182
19623,3.75,32038.182,-1565221.82,-4223515.01
19624,318729.36,32038.182,-1565221.82,-4223515.01
19625,318729.36,45.0,-351959.58,-4223515.01
19626,318729.36,45.0,-351959.58,-4223515.01
19627,318729.36,32038.182,-5917.43,-2017.6
19628,318729.36,32038.182,0.0,-71009.182
19629,0.33,3824752.28,0.0,-2017.6
19630,1564684.0,32038.182,-1565221.82,-4223515.01
19631,0.33,3824752.28,0.0,-4223515.01
19632,318729.36,4.0,-168.13,-4223515.01
19633,2669.85,45.0,-351959.58,-4223515.01
19634,3.75,32038.182,0.0,-71009.182
19635,2669.85,3824752.28,-1565221.82,0.0
19636,2669.85,32038.182,-1565221.82,-4223515.01
19637,318729.36,-130435.15,-1565221.82,-71009.182
19638,3.75,32038.182,-5917.43,-71009.182
19639,318729.36,45.0,-168.13,-71009.182
19640,1564684.0,3824752.28,-351959.58,-2017.6
19641,318729.36,3824752.28,-351959.58,-2017.6
19642,1564684.0,3824752.28,-351959.58,-2017.6
19643,318729.36,4.0,-351959.58,-71009.182
19644,0.33,45.0,-351959.58,-4223515.01
19645,318729.36,45.0,-351959.58,-4223515.01
19646,1564684.0,32038.182,-1565221.82,-4223515.01
19647,3.75,32038.182,0.0,-71009.182
19648,1564684.0,3824752.28,-351959.58,-2017.6
19649,0.33,4.0,0.0,-4223515.01
19650,0.33,45.0,-1565221.82,-1565221.82
19651,3.75,45.0,-168.13,-71009.182
19652,2669.85,45.0,-351959.58,-4223515.01
19653,2669.85,45.0,-351959.58,-4223515.01
19654,318729.36,-130435.15,-1565221.82,-71009.182
19655,2669.85,45.0,-351959.58,-4223515.01
19656,1564684.0,32038.182,0.0,-71009.182
19657,3.75,45.0,-168.13,-71009.182
19658,318729.36,3824752.28,-351959.58,-2017.6
19659,318729.36,-130435.15,-1565221.82,-4223515.01
19660,2669.85,3824752.28,-1565221.82,-1565221.82
19661,3.75,45.0,-168.13,-1565221.82
19662,1564684.0,45.0,-5917.43,-71009.182
19663,2669.85,3824752.28,0.0,-4223515.01
19664,3.75,45.0,-168.13,-1565221.82
19665,1564684.0,32038.182,-1565221.82,-4223515.01
19666,2669.85,32038.182,-1565221.82,-4223515.01
19667,1564684.0,3824752.28,-1565221.82,0.0
19668,1564684.0,3824752.28,-351959.58,-2017.6
19669,0.33,3824752.28,0.0,-71009.182
19670,1564684.0,32038.182,0.0,-71009.182
19671,3.75,32038.182,0.0,-2017.6
19672,318729.36,4.0,-168.13,0.0
19673,3.75,3824752.28,-1565221.82,0.0
19674,318729.36,3824752.28,-1565221.82,0.0
19675,318729.36,32038.182,0.0,-2017.6
19676,1564684.0,4.0,-168.13,0.0
19677,2669.85,4.0,-1565221.82,-71009.182
19678,0.33,3824752.28,0.0,-4223515.01
19679,1564684.0,32038.182,0.0,-71009.182
19680,318729.36,32038.182,-1565221.82,-4223515.01
19681,1564684.0,3824752.28,-351959.58,-2017.6
19682,2669.85,3824752.28,-1565221.82,0.0
19683,1564684.0,3824752.28,-1565221.82,0.0
19684,1564684.0,3824752.28,-351959.58,-2017.6
19685,0.33,4.0,-1565221.82,-71009.182
19686,1564684.0,32038.182,0.0,-2017.6
19687,318729.36,-130435.15,-1565221.82,-2017.6
19688,1564684.0,32038.182,-351959.58,-4223515.01
19689,0.33,45.0,-1565221.82,-1565221.82
19690,1564684.0,32038.182,-351959.58,-4223515.01
19691,3.75,32038.182,-5917.43,-71009.182
19692,318729.36,4.0,-351959.58,-1565221.82
19693,0.33,32038.182,-5917.43,-71009.182
19694,1564684.0,32038.182,-5917.43,-71009.182
19695,3.75,32038.182,0.0,-71009.182
19696,318729.36,4.0,-168.13,-71009.182
19697,0.33,32038.182,-351959.58,-4223515.01
19698,318729.36,4.0,-168.13,-4223515.01
19699,0.33,3824752.28,0.0,-4223515.01
19700,318729.36,3824752.28,-5917.43,-71009.182
19701,2669.85,3824752.28,-1565221.82,-1565221.82
19702,318729.36,-130435.15,-1565221.82,-71009.182
19703,3.75,32038.182,-5917.43,-71009.182
19704,318729.36,32038.182,0.0,-2017.6
19705,0.33,3824752.28,0.0,-71009.182
19706,1564684.0,32038.182,-1565221.82,-4223515.01
19707,318729.36,4.0,-351959.58,-1565221.82
19708,0.33,4.0,0.0,-4223515.01
19709,318729.36,32038.182,0.0,-71009.182
19710,318729.36,4.0,-351959.58,-2017.6
19711,1564684.0,3824752.28,-351959.58,-2017.6
19712,318729.36,4.0,0.0,-4223515.01
19713,0.33,3824752.28,0.0,-4223515.01
19714,1564684.0,3824752.28,-351959.58,-2017.6
19715,1564684.0,32038.182,-1565221.82,-4223515.01
19716,318729.36,4.0,-351959.58,-1565221.82
19717,0.33,45.0,-1565221.82,-4223515.01
19718,2669.85,45.0,-1565221.82,-1565221.82
19719,318729.36,32038.182,0.0,-71009.182
19720,1564684.0,32038.182,0.0,-71009.182
19721,318729.36,4.0,-351959.58,-1565221.82
19722,2669.85,45.0,-351959.58,-4223515.01
19723,3.75,45.0,-168.13,-1565221.82
19724,0.33,45.0,-1565221.82,-71009.182
19725,318729.36,4.0,-351959.58,-1565221.82
19726,2669.85,4.0,-1565221.82,0.0
19727,318729.36,-130435.15,-1565221.82,-71009.182
19728,1564684.0,3824752.28,-351959.58,-2017.6
19729,3.75,-130435.15,-168.13,-4223515.01
19730,3.75,3824752.28,-351959.58,-2017.6
19731,0.33,3824752.28,0.0,-4223515.01
19732,0.33,45.0,0.0,-4223515.01
19733,3.75,3824752.28,-351959.58,-2017.6
19734,1564684.0,32038.182,-351959.58,-4223515.01
19735,1564684.0,32038.182,0.0,-2017.6
19736,2669.85,3824752.28,-1565221.82,0.0
19737,1564684.0,3824752.28,-351959.58,-2017.6
19738,1564684.0,3824752.28,-351959.58,-2017.6
19739,1564684.0,3824752.28,-351959.58,-2017.6
19740,1564684.0,32038.182,-1565221.82,-4223515.01
19741,0.33,3824752.28,0.0,0.0
19742,0.33,3824752.28,0.0,-4223515.01
19743,318729.36,-130435.15,-1565221.82,-2017.6
19744,318729.36,4.0,-168.13,-1565221.82
19745,318729.36,4.0,-351959.58,-1565221.82
19746,318729.36,3824752.28,-351959.58,-2017.6
19747,1564684.0,32038.182,0.0,-71009.182
19748,318729.36,-130435.15,-1565221.82,-71009.182
19749,1564684.0,3824752.28,-351959.58,-2017.6
19750,0.33,4.0,0.0,-4223515.01
19751,1564684.0,3824752.28,-168.13,0.0
19752,2669.85,45.0,-351959.58,-4223515.01
19753,1564684.0,3824752.28,-351959.58,-2017.6
19754,3.75,32038.182,0.0,-71009.182
19755,318729.36,3824752.28,-351959.58,-2017.6
19756,0.33,3824752.28,0.0,-4223515.01
19757,0.33,-130435.15,-168.13,-1565221.82
19758,0.33,45.0,-351959.58,-4223515.01
19759,318729.36,32038.182,-1565221.82,-4223515.01
19760,318729.36,3824752.28,-5917.43,-71009.182
19761,0.33,4.0,-168.13,-1565221.82
19762,318729.36,45.0,-351959.58,-4223515.01
19763,2669.85,45.0,-351959.58,-4223515.01
19764,318729.36,45.0,-168.13,-71009.182
19765,1564684.0,45.0,-5917.43,-71009.182
19766,1564684.0,45.0,-5917.43,-71009.182
19767,3.75,32038.182,0.0,-71009.182
19768,318729.36,32038.182,-1565221.82,-4223515.01
19769,2669.85,32038.182,-1565221.82,-4223515.01
19770,1564684.0,3824752.28,-351959.58,-2017.6
19771,318729.36,3824752.28,-5917.43,-71009.182
19772,0.33,4.0,0.0,-4223515.01
19773,1564684.0,32038.182,-5917.43,-1565221.82
19774,318729.36,32038.182,0.0,-2017.6
19775,3.75,3824752.28,-1565221.82,-1565221.82
19776,3.75,32038.182,0.0,-71009.182
19777,1564684.0,32038.182,-351959.58,-4223515.01
19778,1564684.0,45.0,-5917.43,-71009.182
19779,318729.36,32038.182,0.0,-2017.6
19780,1564684.0,45.0,-5917.43,-71009.182
19781,318729.36,4.0,-351959.58,-1565221.82
19782,1564684.0,3824752.28,-351959.58,-2017.6
19783,3.75,32038.182,-5917.43,-4223515.01
19784,3.75,32038.182,0.0,-2017.6
19785,3.75,32038.182,-5917.43,-4223515.01
19786,1564684.0,32038.182,-351959.58,-1565221.82
19787,1564684.0,3824752.28,-351959.58,-2017.6
19788,1564684.0,3824752.28,-351959.58,-2017.6
19789,2669.85,3824752.28,-1565221.82,0.0
19790,3.75,45.0,-168.13,-71009.182
19791,318729.36,32038.182,-351959.58,-4223515.01
19792,1564684.0,-130435.15,-1565221.82,-4223515.01
19793,1564684.0,4.0,-5917.43,-71009.182
19794,2669.85,3824752.28,0.0,-71009.182
19795,318729.36,-130435.15,-1565221.82,-71009.182
19796,0.33,45.0,-1565221.82,-71009.182
19797,1564684.0,3824752.28,-351959.58,-2017.6
19798,0.33,3824752.28,0.0,-71009.182
19799,3.75,3824752.28,-351959.58,-2017.6
19800,318729.36,-130435.15,-1565221.82,-2017.6
19801,2669.85,45.0,-351959.58,-4223515.01
19802,1564684.0,3824752.28,-351959.58,-2017.6
19803,3.75,45.0,-168.13,-71009.182
19804,0.33,32038.182,-5917.43,-2017.6
19805,318729.36,4.0,-351959.58,-1565221.82
19806,3.75,32038.182,0.0,-71009.182
19807,3.75,32038.182,-5917.43,-1565221.82
19808,1564684.0,3824752.28,-168.13,-2017.6
19809,318729.36,32038.182,0.0,-2017.6
19810,1564684.0,-130435.15,-1565221.82,-71009.182
19811,1564684.0,3824752.28,-351959.58,-2017.6
19812,0.33,4.0,0.0,-4223515.01
19813,3.75,45.0,-168.13,-71009.182
19814,1564684.0,32038.182,0.0,-71009.182
19815,2669.85,4.0,-1565221.82,-71009.182
19816,1564684.0,32038.182,-1565221.82,-4223515.01
19817,318729.36,-130435.15,-1565221.82,-71009.182
19818,318729.36,32038.182,-1565221.82,-4223515.01
19819,2669.85,45.0,-1565221.82,-71009.182
19820,2669.85,4.0,-1565221.82,-71009.182
19821,318729.36,32038.182,-1565221.82,-4223515.01
19822,1564684.0,3824752.28,-351959.58,-2017.6
19823,0.33,3824752.28,0.0,-4223515.01
19824,1564684.0,3824752.28,-351959.58,-2017.6
19825,1564684.0,45.0,-5917.43,-71009.182
19826,1564684.0,-130435.15,-1565221.82,0.0
19827,2669.85,4.0,-1565221.82,0.0
19828,0.33,3824752.28,0.0,0.0
19829,2669.85,45.0,-351959.58,-4223515.01
19830,0.33,4.0,0.0,-4223515.01
19831,318729.36,32038.182,0.0,-71009.182
19832,0.33,3824752.28,0.0,-71009.182
19833,1564684.0,32038.182,-351959.58,-4223515.01
19834,2669.85,3824752.28,-1565221.82,-1565221.82
19835,3.75,32038.182,0.0,-2017.6
19836,1564684.0,32038.182,-1565221.82,-4223515.01
19837,0.33,3824752.28,0.0,-71009.182
19838,0.33,45.0,-351959.58,-4223515.01
19839,318729.36,4.0,-351959.58,-1565221.82
19840,0.33,45.0,-1565221.82,-1565221.82
19841,318729.36,-130435.15,-1565221.82,-71009.182
19842,1564684.0,32038.182,-1565221.82,-4223515.01
19843,2669.85,45.0,-351959.58,-4223515.01
19844,318729.36,45.0,0.0,-4223515.01
19845,3.75,32038.182,0.0,-2017.6
19846,1564684.0,32038.182,-1565221.82,-4223515.01
19847,1564684.0,3824752.28,-351959.58,-2017.6
19848,1564684.0,3824752.28,-351959.58,-2017.6
19849,318729.36,32038.182,0.0,-71009.182
19850,1564684.0,3824752.28,-351959.58,-2017.6
19851,1564684.0,-130435.15,-1565221.82,-2017.6
19852,1564684.0,3824752.28,-1565221.82,0.0
19853,1564684.0,3824752.28,-168.13,-2017.6
19854,0.33,3824752.28,0.0,-4223515.01
19855,1564684.0,32038.182,0.0,-71009.182
19856,0.33,3824752.28,0.0,-71009.182
19857,1564684.0,45.0,-5917.43,-71009.182
19858,318729.36,32038.182,0.0,-2017.6
19859,1564684.0,3824752.28,-351959.58,-2017.6
19860,0.33,3824752.28,0.0,-2017.6
19861,2669.85,4.0,-1565221.82,-71009.182
19862,1564684.0,3824752.28,-351959.58,-2017.6
19863,2669.85,45.0,-351959.58,-4223515.01
19864,1564684.0,-130435.15,-1565221.82,-2017.6
19865,0.33,45.0,-1565221.82,-71009.182
19866,2669.85,32038.182,-1565221.82,-4223515.01
19867,0.33,45.0,-1565221.82,-1565221.82
19868,318729.36,32038.182,0.0,-71009.182
19869,2669.85,45.0,-168.13,-71009.182
19870,0.33,45.0,-1565221.82,-4223515.01
19871,318729.36,3824752.28,-351959.58,-2017.6
19872,318729.36,-130435.15,-1565221.82,-71009.182
19873,1564684.0,3824752.28,-351959.58,-2017.6
19874,2669.85,45.0,-168.13,-71009.182
19875,1564684.0,32038.182,0.0,-71009.182
19876,1564684.0,-130435.15,-1565221.82,-2017.6
19877,1564684.0,3824752.28,-1565221.82,0.0
19878,318729.36,45.0,-351959.58,-4223515.01
19879,3.75,-130435.15,-168.13,-4223515.01
19880,1564684.0,32038.182,-1565221.82,-4223515.01
19881,1564684.0,32038.182,-351959.58,-1565221.82
19882,0.33,3824752.28,0.0,-2017.6
19883,318729.36,-130435.15,-1565221.82,-4223515.01
19884,0.33,45.0,-1565221.82,-1565221.82
19885,318729.36,4.0,-351959.58,-1565221.82
19886,318729.36,45.0,-351959.58,-4223515.01
19887,0.33,4.0,-1565221.82,0.0
19888,1564684.0,3824752.28,-351959.58,-2017.6
19889,3.75,32038.182,-1565221.82,-4223515.01
19890,0.33,3824752.28,0.0,-2017.6
19891,3.75,32038.182,-5917.43,-1565221.82
19892,1564684.0,-130435.15,-1565221.82,-71009.182
19893,3.75,32038.182,-5917.43,-71009.182
19894,1564684.0,3824752.28,-351959.58,-2017.6
19895,3.75,45.0,-168.13,-71009.182
19896,318729.36,32038.182,-1565221.82,-4223515.01
19897,1564684.0,-130435.15,-1565221.82,-71009.182
19898,1564684.0,45.0,-1565221.82,-4223515.01
19899,1564684.0,3824752.28,-351959.58,-2017.6
19900,1564684.0,32038.182,-1565221.82,-4223515.01
19901,3.75,32038.182,0.0,-2017.6
19902,0.33,4.0,0.0,-4223515.01
19903,2669.85,32038.182,-1565221.82,-4223515.01
19904,318729.36,4.0,-168.13,-2017.6
19905,3.75,32038.182,-5917.43,-1565221.82
19906,318729.36,-130435.15,-1565221.82,-4223515.01
19907,318729.36,-130435.15,-1565221.82,-4223515.01
19908,2669.85,45.0,-168.13,-71009.182
19909,318729.36,4.0,-351959.58,-1565221.82
19910,2669.85,3824752.28,-5917.43,-71009.182
19911,3.75,32038.182,0.0,-2017.6
19912,3.75,32038.182,-5917.43,-2017.6
19913,3.75,32038.182,0.0,-2017.6
19914,0.33,4.0,0.0,-4223515.01
19915,3.75,32038.182,-1565221.82,-4223515.01
19916,1564684.0,32038.182,-351959.58,-4223515.01
19917,1564684.0,3824752.28,-351959.58,-2017.6
19918,1564684.0,3824752.28,-351959.58,-2017.6
19919,3.75,32038.182,-5917.43,-1565221.82
19920,1564684.0,3824752.28,-351959.58,-2017.6
19921,318729.36,-130435.15,0.0,-1565221.82
19922,318729.36,4.0,-351959.58,0.0
19923,2669.85,45.0,-168.13,-1565221.82
19924,0.33,45.0,0.0,-4223515.01
19925,1564684.0,-130435.15,-5917.43,-2017.6
19926,1564684.0,32038.182,-351959.58,-4223515.01
