"CUSTOMERNO","CATEGORY","INTERESTED","SUBCATEGORY"
1144566,RecommendedProduct,N,GeneralInsurance
5543878,AdvanceProduct,Y,JewelLoan
5567883,AdvanceProduct,Y,JewelLoan
5998645,DepositProduct,N,FixedDeposit
5885073,AlternateIncomeProduct,Y,LifeInsurance
4702025,AdvanceProduct,N,JewelLoan
5697794,AdvanceProduct,Y,JewelLoan
5509000,RecommendedProduct,N,LifeInsurance
6018491,RecommendedProduct,Y,HealthInsurance
4196347,AdvanceProduct,N,TermLoan
3894395,AdvanceProduct,Y,JewelLoan
4893708,undefined,Y,undefined
5700217,RecommendedProduct,Y,LifeInsurance
3487274,AdvanceProduct,Y,TermLoan
3024556,AlternateIncomeProduct,Y,HealthInsurance
920344,AdvanceProduct,Y,OverDraftOLCC
3429156,DepositProduct,N,FixedDeposit
2815015,AdvanceProduct,Y,JewelLoan
5126609,RecommendedProduct,Y,HealthInsurance
2094132,AlternateIncomePro,Y,LifeInsurance
2068661,RecommendedProduct,Y,LifeInsurance
1767150,DigitalOtherProduct,Y,DebitCard
6041185,RecommendedProduct,Y,LifeInsurance
2505747,AdvanceProduct,Y,JewelLoan
5480432,RecommendedProduct,Y,LifeInsurance
3543966,AdvanceProduct,Y,JewelLoan
6006973,AdvanceProduct,Y,JewelLoan
3918128,RecommendedProduct,Y,FixedDeposit
222684,RecommendedProduct,Y,SB
128451,AdvanceProduct,N,JewelLoan
1726801,RecommendedProduct,Y,LifeInsurance
6045217,DepositProduct,Y,CA
5468141,DigitalOtherProduct,Y,EmailUpdated
5415209,AdvanceProduct,Y,JewelLoan
1375251,DepositProduct,Y,FixedDeposit
6322482,AlternateIncomeProduct,Y,HealthInsurance
6316944,AdvanceProduct,Y,JewelLoan
4512914,DepositProduct,N,SB
153591,RecommendedProduct,N,LifeInsurance
2967475,AlternateIncomeProduct,Y,HealthInsurance
3021542,AdvanceProduct,N,JewelLoan
3669708,AdvanceProduct,Y,TermLoan
1469881,RecommendedProduct,Y,HealthInsurance
5493410,DepositProduct,Y,FixedDeposit
4895077,AlternateIncomePro,N,GeneralInsurance
4358849,DigitalOtherProduct,Y,NetBanking
6047853,DepositProduct,Y,CA
1028723,AlternateIncomePro,N,LifeInsurance
150277,AlternateIncomePro,N,LifeInsurance
680831,AdvanceProduct,Y,TermLoan
2001264,RecommendedProduct,N,LifeInsurance
4596682,AdvanceProduct,Y,JewelLoan
5107985,RecommendedProduct,Y,LifeInsurance
4618406,AdvanceProduct,Y,OverDraftOLCC
5118308,AdvanceProduct,N,JewelLoan
3746069,AdvanceProduct,Y,JewelLoan
2883979,RecommendedProduct,Y,FixedDeposit
2400188,RecommendedProduct,N,DEMAT
1715025,DepositProduct,N,CA
1148466,DepositProduct,Y,CA
5313972,DepositProduct,Y,SB
3156079,AdvanceProduct,Y,JewelLoan
2523895,AlternateIncomePro,N,MutualFund
87232,AlternateIncomePro,N,SGB
3540767,RecommendedProduct,Y,HealthInsurance
5917560,DigitalOtherProduct,Y,MobileBanking
4949424,RecommendedProduct,N,LifeInsurance
1162110,RecommendedProduct,N,LifeInsurance
5525225,AdvanceProduct,Y,JewelLoan
5716236,AdvanceProduct,Y,TermLoan
4642156,DepositProduct,Y,CA
3707974,DepositProduct,Y,CA
2803094,AlternateIncomePro,N,HealthInsurance
6477283,AdvanceProduct,Y,JewelLoan
80807,RecommendedProduct,Y,MutualFund
2501688,AdvanceProduct,Y,JewelLoan
2327598,AlternateIncomePro,N,HealthInsurance
4137735,RecommendedProduct,Y,HealthInsurance
5077473,AdvanceProduct,Y,JewelLoan
83121,AlternateIncomeProduct,Y,HealthInsurance
4935819,AdvanceProduct,Y,TermLoan
213505,DepositProduct,N,FixedDeposit
230960,DigitalOtherProduct,Y,NetBanking
4399109,DepositProduct,N,SB
2327781,AdvanceProduct,N,JewelLoan
6404491,AlternateIncomeProduct,Y,HealthInsurance
1429933,AdvanceProduct,N,TermLoan
5778837,AdvanceProduct,N,JewelLoan
3026431,RecommendedProduct,Y,LifeInsurance
1672753,DepositProduct,N,RecurringDeposit
1225219,RecommendedProduct,Y,sbicreditcard
3965691,AdvanceProduct,N,TermLoan
5953528,DepositProduct,N,RecurringDeposit
4613897,AlternateIncomePro,N,LifeInsurance
1031458,DepositProduct,Y,SB
1962631,AdvanceProduct,Y,TermLoan
322485,AlternateIncomeProduct,Y,HealthInsurance
6308813,RecommendedProduct,Y,LifeInsurance
2689538,DepositProduct,N,SB
211279,AdvanceProduct,Y,JewelLoan
2665696,AlternateIncomePro,Y,SBICreditCard
6536457,AdvanceProduct,N,DharaniSpecial
2363114,RecommendedProduct,Y,HealthInsurance
2711438,undefined,Y,undefined
5717054,AdvanceProduct,Y,JewelLoan
4581853,PaymentProduct,Y,WhatsappBanking
3386819,AlternateIncomeProduct,Y,LifeInsurance
837101,DepositProduct,Y,FixedDeposit
4601288,AdvanceProduct,Y,JewelLoan
3925702,AdvanceProduct,Y,JewelLoan
6102421,DepositProduct,Y,CA
642496,RecommendedProduct,Y,LifeInsurance
4519278,AdvanceProduct,Y,JewelLoan
5455489,DepositProduct,Y,FixedDeposit
2021250,undefined,Y,undefined
5614316,RecommendedProduct,Y,SB
5767100,PaymentProduct,N,BharatUPIQR
2558585,RecommendedProduct,N,LifeInsurance
1150934,undefined,Y,undefined
4507862,AdvanceProduct,Y,JewelLoan
5792775,DepositProduct,N,FixedDeposit
828991,DigitalOtherProduct,Y,NetBanking
1895166,DepositProduct,N,FixedDeposit
6103088,AdvanceProduct,N,JewelLoan
4134810,RecommendedProduct,N,LifeInsurance
1969221,AlternateIncomePro,N,Locker
2503630,DepositProduct,Y,FixedDeposit
2191010,DepositProduct,N,RecurringDeposit
3039195,AdvanceProduct,Y,TermLoan
6163703,DepositProduct,Y,FixedDeposit
6202562,AdvanceProduct,Y,OverDraftOLCC
2643282,DepositProduct,Y,CA
6470615,DepositProduct,Y,SB
459916,DepositProduct,Y,SB
5887513,RecommendedProduct,Y,LifeInsurance
2188813,PaymentProduct,Y,ASBA
6211170,AdvanceProduct,N,JewelLoan
1248836,AdvanceProduct,Y,JewelLoan
3137460,DepositProduct,N,SB
3153226,DepositProduct,Y,FixedDeposit
5764655,RecommendedProduct,Y,GeneralInsurance
6310788,AdvanceProduct,Y,JewelLoan
4186684,AdvanceProduct,N,JewelLoan
6074841,RecommendedProduct,Y,SB
3649323,RecommendedProduct,Y,LifeInsurance
4036640,DepositProduct,Y,CA
373228,AdvanceProduct,Y,TermLoan
1681219,DepositProduct,Y,SB
4466131,AdvanceProduct,Y,JewelLoan
4797938,AlternateIncomeProduct,Y,GeneralInsurance
5746083,DepositProduct,Y,SB
5011818,AdvanceProduct,N,OverDraftOLCC
4709374,DigitalOtherProduc,Y,NetBanking
3654373,AdvanceProduct,Y,JewelLoan
1681279,DepositProduct,Y,FixedDeposit
5725150,AdvanceProduct,Y,JewelLoan
4903670,DepositProduct,Y,FixedDeposit
4794559,DepositProduct,Y,SB
3893733,RecommendedProduct,Y,MutualFund
2160525,DepositProduct,Y,FixedDeposit
6086209,AdvanceProduct,Y,TermLoan
4107917,RecommendedProduct,Y,LifeInsurance
6398528,PaymentProduct,Y,BharatUPIQR
1879042,AlternateIncomeProduct,Y,HealthInsurance
4358866,DigitalOtherProduct,Y,MobileBanking
5352790,AdvanceProduct,Y,JewelLoan
6534958,AlternateIncomePro,N,LifeInsurance
6545203,AdvanceProduct,N,JewelLoan
4981150,RecommendedProduct,Y,LifeInsurance
1406887,RecommendedProduct,Y,LifeInsurance
1905997,AlternateIncomePro,N,LifeInsurance
1895414,DepositProduct,Y,RecurringDeposit
3227627,RecommendedProduct,Y,HealthInsurance
264878,DigitalOtherProduct,Y,NetBanking
5740399,AdvanceProduct,Y,OverDraftOLCC
2400255,AdvanceProduct,Y,TermLoan
4591620,DepositProduct,Y,CA
6319954,AdvanceProduct,Y,JewelLoan
4701494,DigitalOtherProduct,Y,DebitCard
5598085,DepositProduct,N,FixedDeposit
4257003,AdvanceProduct,N,OverDraftOLCC
4907309,RecommendedProduct,Y,POS
5448498,RecommendedProduct,N,LifeInsurance
1348526,DepositProduct,Y,FixedDeposit
3309027,DepositProduct,N,FixedDeposit
6202162,AdvanceProduct,Y,JewelLoan
341777,AlternateIncomeProduct,Y,LifeInsurance
4987124,AlternateIncomePro,N,HealthInsurance
5002767,AdvanceProduct,Y,SwayamGraha
1153622,AlternateIncomePro,N,HealthInsurance
1470420,DepositProduct,Y,SB
807998,AdvanceProduct,N,OverDraftOLCC
3222886,AdvanceProduct,N,JewelLoan
5130066,DepositProduct,Y,SB
122976,RecommendedProduct,N,HealthInsurance
3178784,AdvanceProduct,Y,JewelLoan
5927420,RecommendedProduct,Y,SB
6454116,AlternateIncomePro,Y,HealthInsurance
2223861,RecommendedProduct,Y,FixedDeposit
4023013,RecommendedProduct,Y,HealthInsurance
2612424,DepositProduct,Y,FixedDeposit
3818033,DepositProduct,N,FixedDeposit
3921832,AdvanceProduct,Y,JewelLoan
5579425,AdvanceProduct,Y,JewelLoan
1019020,DepositProduct,N,FixedDeposit
5804274,AlternateIncomePro,N,LifeInsurance
4776368,RecommendedProduct,Y,HealthInsurance
4099016,AlternateIncomeProduct,Y,HealthInsurance
4304231,RecommendedProduct,Y,LifeInsurance
3242470,DepositProduct,N,FixedDeposit
1231892,AdvanceProduct,N,JewelLoan
6230721,RecommendedProduct,Y,MutualFund
2745831,AlternateIncomeProduct,Y,LifeInsurance
3523860,DepositProduct,N,SB
5738273,RecommendedProduct,Y,sbicreditcard
6019970,AdvanceProduct,N,JewelLoan
6157262,DepositProduct,Y,FixedDeposit
5114262,DepositProduct,Y,CA
4950277,AdvanceProduct,Y,JewelLoan
4497552,AdvanceProduct,Y,JewelLoan
6029270,AdvanceProduct,Y,JewelLoan
1466452,DepositProduct,Y,FixedDeposit
4251798,DepositProduct,N,FixedDeposit
5090273,AdvanceProduct,Y,JewelLoan
3661535,DepositProduct,N,SB
6059641,AdvanceProduct,Y,JewelLoan
3831715,RecommendedProduct,Y,HealthInsurance
5906601,AdvanceProduct,N,OverDraftOLCC
6471262,AdvanceProduct,Y,JewelLoan
3666035,DepositProduct,Y,FixedDeposit
1111827,DepositProduct,Y,CA
4046388,AlternateIncomePro,Y,LifeInsurance
3338354,AlternateIncomePro,N,LifeInsurance
1148065,RecommendedProduct,N,SB
2045979,AlternateIncomePro,N,MutualFund
1394044,DepositProduct,N,FixedDeposit
3889390,DepositProduct,Y,RecurringDeposit
2184528,AlternateIncomePro,Y,DEMAT
1181791,DepositProduct,N,FixedDeposit
2701442,DepositProduct,N,SB
5124677,DepositProduct,Y,SB
207283,AlternateIncomeProduct,Y,LifeInsurance
6175147,DepositProduct,Y,CA
5619327,RecommendedProduct,Y,HealthInsurance
4909267,AlternateIncomeProduct,Y,LifeInsurance
5752882,AdvanceProduct,Y,TermLoan
5970445,AlternateIncomePro,Y,CUBCreditCard
3924584,DigitalOtherProduct,Y,DebitCard
30926,DepositProduct,N,SB
5828617,AlternateIncomePro,Y,LifeInsurance
6306279,AdvanceProduct,Y,JewelLoan
4775639,DepositProduct,Y,CA
4073698,RecommendedProduct,Y,SB
5078548,RecommendedProduct,N,LifeInsurance
5841270,AlternateIncomeProduct,Y,LifeInsurance
3118428,RecommendedProduct,N,HealthInsurance
3320867,PaymentProduct,Y,WhatsappBanking
4957404,AdvanceProduct,N,JewelLoan
5005822,AlternateIncomeProduct,Y,GeneralInsurance
3654328,AdvanceProduct,Y,JewelLoan
5846730,DepositProduct,Y,FixedDeposit
5929016,RecommendedProduct,Y,LifeInsurance
3597673,DepositProduct,N,CA
3277121,PaymentProduct,N,WhatsappBanking
4371735,DigitalOtherProduct,Y,NetBanking
1688145,RecommendedProduct,Y,FixedDeposit
4268202,DepositProduct,Y,FixedDeposit
589421,RecommendedProduct,Y,SB
1787340,RecommendedProduct,Y,BharatUPIQR
5602417,AlternateIncomeProduct,Y,LifeInsurance
2705893,RecommendedProduct,Y,LifeInsurance
926350,RecommendedProduct,Y,LifeInsurance
5977368,AdvanceProduct,Y,TermLoan
4383941,AdvanceProduct,N,JewelLoan
2232868,AlternateIncomePro,N,SBICreditCard
3489829,DepositProduct,Y,FixedDeposit
5005451,AdvanceProduct,N,TermLoan
6079372,AlternateIncomePro,Y,HealthInsurance
4648807,AlternateIncomeProduct,Y,LifeInsurance
5980072,PaymentProduct,Y,WhatsappBanking
6137071,DepositProduct,Y,SB
4818177,DigitalOtherProduct,Y,MobileBanking
5696557,AdvanceProduct,N,TermLoan
4625244,RecommendedProduct,Y,HealthInsurance
5854212,DepositProduct,Y,CA
6064131,RecommendedProduct,Y,POS
4465624,AlternateIncomePro,N,LifeInsurance
1560839,RecommendedProduct,N,LifeInsurance
2330478,DepositProduct,N,FixedDeposit
6185338,AdvanceProduct,Y,JewelLoan
3076456,AlternateIncomePro,N,LifeInsurance
2976295,DepositProduct,Y,FixedDeposit
4096979,RecommendedProduct,Y,LifeInsurance
6289676,AdvanceProduct,Y,JewelLoan
6041190,AlternateIncomeProduct,Y,LifeInsurance
4832975,AdvanceProduct,Y,JewelLoan
4632001,AdvanceProduct,Y,JewelLoan
4244594,DepositProduct,Y,FixedDeposit
4930325,DepositProduct,N,SB
5196367,RecommendedProduct,Y,LifeInsurance
2925505,RecommendedProduct,N,SB
5820693,RecommendedProduct,Y,CA
4364562,AdvanceProduct,Y,OverDraftOLCC
3835653,AdvanceProduct,Y,JewelLoan
6064887,AlternateIncomeProduct,Y,SGB
2568447,AlternateIncomeProduct,Y,HealthInsurance
2453577,DepositProduct,N,FixedDeposit
591559,DepositProduct,Y,CA
3785664,RecommendedProduct,Y,HealthInsurance
5988629,AdvanceProduct,Y,TermLoan
1151903,AlternateIncomePro,Y,LifeInsurance
5083834,DepositProduct,Y,CA
3128976,AdvanceProduct,N,TermLoan
260232,undefined,Y,undefined
2612998,AlternateIncomePro,Y,LifeInsurance
3581741,AdvanceProduct,N,JewelLoan
870235,DepositProduct,N,FixedDeposit
6397950,AdvanceProduct,Y,JewelLoan
5856013,AdvanceProduct,Y,JewelLoan
5785361,RecommendedProduct,Y,LifeInsurance
5825836,AlternateIncomeProduct,Y,LifeInsurance
4698651,DepositProduct,Y,SB
5721271,DepositProduct,Y,FixedDeposit
1651113,AlternateIncomePro,N,HealthInsurance
1130331,DigitalOtherProduct,Y,MobileBanking
4721883,AlternateIncomePro,Y,LifeInsurance
2368578,AdvanceProduct,Y,JewelLoan
4222923,RecommendedProduct,N,HealthInsurance
3621006,DepositProduct,Y,FixedDeposit
4386211,AdvanceProduct,Y,OverDraftOLCC
4218134,AdvanceProduct,Y,OverDraftOLCC
343339,DepositProduct,Y,RecurringDeposit
1856492,AdvanceProduct,N,JewelLoan
6139301,RecommendedProduct,Y,SB
4385334,AdvanceProduct,Y,OverDraftOLCC
4518361,RecommendedProduct,Y,HealthInsurance
5886047,AlternateIncomeProduct,Y,LifeInsurance
5864159,PaymentProduct,Y,POS
6154978,AdvanceProduct,Y,JewelLoan
908204,RecommendedProduct,Y,sbicreditcard
1255848,DepositProduct,Y,SB
6257328,RecommendedProduct,Y,SB
5760371,DepositProduct,Y,SB
1274469,AdvanceProduct,Y,EducationLoan
5147920,RecommendedProduct,N,FixedDeposit
5623769,DepositProduct,Y,CA
5044715,DepositProduct,Y,FixedDeposit
2847803,AlternateIncomePro,Y,HealthInsurance
5341254,AdvanceProduct,Y,JewelLoan
5151863,DigitalOtherProduct,Y,DebitCard
344749,DepositProduct,Y,SB
1116330,RecommendedProduct,Y,LifeInsurance
4982300,RecommendedProduct,Y,LifeInsurance
3768320,RecommendedProduct,Y,HealthInsurance
156686,DepositProduct,N,SB
2621297,AdvanceProduct,N,JewelLoan
3276424,AlternateIncomeProduct,Y,PrepaidCard
5179103,RecommendedProduct,Y,FixedDeposit
4501859,AdvanceProduct,N,JewelLoan
585153,RecommendedProduct,Y,MutualFund
2114380,DepositProduct,N,CA
232330,RecommendedProduct,Y,LifeInsurance
5493549,AlternateIncomeProduct,Y,HealthInsurance
4280883,AlternateIncomePro,N,LifeInsurance
125477,RecommendedProduct,Y,HealthInsurance
1558717,DepositProduct,Y,FixedDeposit
3380664,AdvanceProduct,Y,JewelLoan
708636,DepositProduct,Y,SB
3556073,DepositProduct,Y,FixedDeposit
5885057,DepositProduct,N,CA
5817888,RecommendedProduct,Y,FixedDeposit
6220821,DepositProduct,Y,FixedDeposit
4048132,AlternateIncomePro,N,LifeInsurance
3914804,AlternateIncomePro,Y,HealthInsurance
4469707,AdvanceProduct,Y,OverDraftOLCC
3774968,RecommendedProduct,N,HealthInsurance
4097826,AlternateIncomePro,N,HealthInsurance
1446095,AlternateIncomePro,Y,LifeInsurance
4253088,AdvanceProduct,Y,JewelLoan
6588658,AdvanceProduct,N,JewelLoan
4889942,DepositProduct,Y,SB
5874437,DigitalOtherProduct,Y,MobileBanking
4672162,AdvanceProduct,N,TermLoan
2739403,AlternateIncomePro,N,LifeInsurance
5387957,RecommendedProduct,Y,LifeInsurance
6065780,AlternateIncomePro,N,MutualFund
2301514,DepositProduct,Y,FixedDeposit
2415263,DepositProduct,Y,CA
6193397,RecommendedProduct,Y,LifeInsurance
5406353,RecommendedProduct,Y,SB
3157455,DepositProduct,Y,FixedDeposit
720017,RecommendedProduct,Y,LifeInsurance
5824682,AdvanceProduct,Y,JewelLoan
5505131,DepositProduct,Y,FixedDeposit
5555145,DigitalOtherProduct,Y,NetBanking
1643111,RecommendedProduct,N,HealthInsurance
6165635,RecommendedProduct,Y,SB
2943047,AdvanceProduct,N,JewelLoan
5716421,AdvanceProduct,Y,JewelLoan
49130,RecommendedProduct,Y,GeneralInsurance
4160244,DigitalOtherProduc,N,NetBanking
4214129,PaymentProduct,Y,BharatUPIQR
6010607,DepositProduct,Y,FixedDeposit
3782472,undefined,Y,undefined
5855134,undefined,Y,undefined
4309128,DigitalOtherProduct,Y,AadhaarUpdated
5516487,RecommendedProduct,Y,FixedDeposit
6037478,AdvanceProduct,Y,TermLoan
4918218,AlternateIncomeProduct,Y,HealthInsurance
6006137,AdvanceProduct,Y,JewelLoan
6100072,RecommendedProduct,Y,HealthInsurance
4629445,AdvanceProduct,Y,JewelLoan
1932409,AdvanceProduct,Y,JewelLoan
3261361,RecommendedProduct,Y,LifeInsurance
5401009,AdvanceProduct,N,JewelLoan
4980833,AdvanceProduct,Y,EducationLoan
2678987,AlternateIncomePro,Y,HealthInsurance
94680,AlternateIncomePro,Y,HealthInsurance
6479008,AlternateIncomeProduct,Y,HealthInsurance
1371894,DigitalOtherProduc,N,MobileBanking
4345172,AlternateIncomeProduct,Y,LifeInsurance
1311474,AdvanceProduct,N,OverDraftOLCC
2394616,DepositProduct,Y,FixedDeposit
5446317,AlternateIncomePro,N,LifeInsurance
6133656,DepositProduct,Y,FixedDeposit
2959930,DepositProduct,N,FixedDeposit
4876458,RecommendedProduct,Y,MutualFund
4792999,RecommendedProduct,Y,FixedDeposit
6144435,AdvanceProduct,Y,JewelLoan
4985581,RecommendedProduct,Y,FixedDeposit
3116817,DepositProduct,Y,FixedDeposit
4899664,AdvanceProduct,Y,JewelLoan
176918,DepositProduct,Y,FixedDeposit
6199118,DepositProduct,Y,CA
35032,RecommendedProduct,Y,LifeInsurance
3676272,AdvanceProduct,Y,JewelLoan
4270609,DepositProduct,Y,RecurringDeposit
5946699,AdvanceProduct,Y,JewelLoan
1296769,RecommendedProduct,Y,FixedDeposit
6063091,AdvanceProduct,Y,JewelLoan
346676,DigitalOtherProduct,Y,NetBanking
2575588,RecommendedProduct,N,LifeInsurance
3274110,AlternateIncomeProduct,Y,CUBCreditCard
5460512,AdvanceProduct,Y,TermLoan
5759968,RecommendedProduct,Y,FixedDeposit
4005833,AlternateIncomeProduct,Y,LifeInsurance
5497025,AlternateIncomeProduct,Y,LifeInsurance
3142466,AdvanceProduct,Y,DharaniSpecial
5946620,RecommendedProduct,Y,HealthInsurance
4307812,undefined,Y,undefined
1836281,PaymentProduct,Y,ASBA
2839067,RecommendedProduct,Y,POS
6046572,AdvanceProduct,Y,OverDraftOLCC
3134619,AlternateIncomePro,N,LifeInsurance
4627288,AdvanceProduct,N,TermLoan
2015886,AdvanceProduct,Y,JewelLoan
5396514,undefined,Y,undefined
499892,AdvanceProduct,Y,OverDraftOLCC
6295781,AlternateIncomePro,Y,LifeInsurance
5526630,AdvanceProduct,Y,JewelLoan
329424,AlternateIncomeProduct,Y,LifeInsurance
5697976,DepositProduct,N,CA
6096779,RecommendedProduct,Y,LifeInsurance
5101147,AdvanceProduct,N,JewelLoan
2661812,AdvanceProduct,N,TermLoan
5823267,RecommendedProduct,Y,HealthInsurance
5642881,DepositProduct,Y,CA
3252070,DepositProduct,N,SB
5909443,AdvanceProduct,Y,JewelLoan
1263228,AlternateIncomePro,N,HealthInsurance
4244495,AdvanceProduct,Y,JewelLoan
4656154,AdvanceProduct,Y,OverDraftOLCC
6240316,AlternateIncomeProduct,Y,HealthInsurance
5930789,undefined,Y,undefined
492549,DepositProduct,N,SB
477518,DepositProduct,Y,SB
3726602,AdvanceProduct,N,JewelLoan
1418919,AdvanceProduct,Y,TermLoan
5312552,AdvanceProduct,Y,JewelLoan
5579852,AlternateIncomePro,N,HealthInsurance
2236528,undefined,Y,undefined
2021634,DepositProduct,N,SB
5153625,AlternateIncomeProduct,Y,HealthInsurance
5938960,AdvanceProduct,Y,JewelLoan
5908296,AdvanceProduct,Y,TermLoan
5758270,AlternateIncomePro,N,LifeInsurance
3654334,DepositProduct,Y,SB
5929276,AlternateIncomeProduct,Y,CUBCreditCard
4346933,RecommendedProduct,Y,FixedDeposit
5860734,RecommendedProduct,Y,LifeInsurance
6342588,AlternateIncomeProduct,Y,LifeInsurance
138342,DepositProduct,Y,SB
315013,DepositProduct,N,FixedDeposit
5536741,AdvanceProduct,Y,JewelLoan
5761587,AdvanceProduct,Y,JewelLoan
5681028,AdvanceProduct,Y,TermLoan
5609125,DepositProduct,Y,SB
5227848,DepositProduct,Y,FixedDeposit
2259862,AlternateIncomePro,N,SGB
4014660,AlternateIncomeProduct,Y,SGB
6278290,AlternateIncomeProduct,Y,HealthInsurance
1706778,DepositProduct,N,FixedDeposit
3469958,RecommendedProduct,Y,HealthInsurance
5909806,DepositProduct,Y,FixedDeposit
4360159,RecommendedProduct,Y,HealthInsurance
1510718,RecommendedProduct,N,LifeInsurance
5650533,RecommendedProduct,Y,LifeInsurance
5298240,AdvanceProduct,Y,SwayamGraha
6193140,RecommendedProduct,Y,LifeInsurance
3412408,AdvanceProduct,Y,TermLoan
6136951,AdvanceProduct,N,JewelLoan
372917,AdvanceProduct,N,OverDraftOLCC
3696368,RecommendedProduct,Y,HealthInsurance
4047951,AdvanceProduct,Y,JewelLoan
6279981,DepositProduct,Y,FixedDeposit
3823171,RecommendedProduct,N,HealthInsurance
5393313,AdvanceProduct,Y,JewelLoan
2331081,AdvanceProduct,Y,JewelLoan
2549516,RecommendedProduct,Y,LifeInsurance
5705605,AlternateIncomePro,N,HealthInsurance
6124632,DepositProduct,N,RecurringDeposit
3645363,DepositProduct,Y,SB
5687019,AdvanceProduct,Y,JewelLoan
2714287,undefined,Y,undefined
4129577,AdvanceProduct,N,OverDraftOLCC
4929569,RecommendedProduct,N,HealthInsurance
5625472,AlternateIncomePro,N,DEMAT
6317073,DepositProduct,Y,FixedDeposit
732189,DepositProduct,Y,SB
1336686,RecommendedProduct,N,LifeInsurance
2668221,AlternateIncomePro,N,LifeInsurance
5702074,AdvanceProduct,N,TermLoan
5004858,DepositProduct,Y,SB
5676949,RecommendedProduct,Y,HealthInsurance
5293891,AdvanceProduct,N,JewelLoan
2921888,RecommendedProduct,N,LifeInsurance
5687243,AdvanceProduct,Y,JewelLoan
1227420,PaymentProduct,Y,WhatsappBanking
3349982,DepositProduct,Y,FixedDeposit
1115389,AlternateIncomePro,N,LifeInsurance
6204264,AdvanceProduct,Y,JewelLoan
1268037,AdvanceProduct,Y,JewelLoan
6089497,AlternateIncomeProduct,Y,LifeInsurance
2493130,AdvanceProduct,Y,JewelLoan
6121023,RecommendedProduct,Y,HealthInsurance
2413373,DigitalOtherProduct,Y,MobileBanking
1010358,DepositProduct,N,CA
2207981,DepositProduct,N,FixedDeposit
4414125,AdvanceProduct,Y,JewelLoan
1654800,AdvanceProduct,Y,TermLoan
5681014,PaymentProduct,Y,WhatsappBanking
5672979,AlternateIncomeProduct,Y,LifeInsurance
589366,DepositProduct,Y,FixedDeposit
1002050,AlternateIncomePro,N,LifeInsurance
5489792,AdvanceProduct,Y,DharaniSpecial
3107077,RecommendedProduct,Y,FixedDeposit
1467665,DepositProduct,Y,FixedDeposit
3168969,RecommendedProduct,Y,FixedDeposit
2134574,DepositProduct,N,FixedDeposit
4889286,AdvanceProduct,Y,TermLoan
5832907,AdvanceProduct,Y,JewelLoan
3208753,AlternateIncomePro,N,LifeInsurance
228529,DigitalOtherProduct,Y,DebitCard
5518745,DepositProduct,Y,RecurringDeposit
4925616,RecommendedProduct,Y,HealthInsurance
2074484,AlternateIncomeProduct,Y,HealthInsurance
193488,RecommendedProduct,Y,LifeInsurance
2307888,DepositProduct,Y,SB
5521372,AdvanceProduct,Y,TermLoan
4039787,AdvanceProduct,Y,JewelLoan
6165340,AdvanceProduct,Y,JewelLoan
6226688,DigitalOtherProduct,Y,EmailUpdated
1057145,AdvanceProduct,Y,JewelLoan
5193920,RecommendedProduct,Y,HealthInsurance
6269712,RecommendedProduct,N,HealthInsurance
292859,RecommendedProduct,N,HealthInsurance
1453821,DigitalOtherProduct,Y,MobileBanking
3717071,RecommendedProduct,Y,LifeInsurance
1673472,undefined,Y,undefined
5589944,AdvanceProduct,Y,JewelLoan
5993609,AdvanceProduct,Y,JewelLoan
6221821,AdvanceProduct,N,JewelLoan
4075113,AlternateIncomePro,N,LifeInsurance
5860072,AdvanceProduct,Y,JewelLoan
1355986,DepositProduct,Y,FixedDeposit
5244194,AdvanceProduct,Y,JewelLoan
1085011,RecommendedProduct,Y,LifeInsurance
1973088,AlternateIncomePro,N,LifeInsurance
859970,AdvanceProduct,Y,JewelLoan
827254,AdvanceProduct,Y,JewelLoan
6316955,AdvanceProduct,Y,JewelLoan
5598189,AdvanceProduct,Y,JewelLoan
125364,AdvanceProduct,N,TermLoan
5658811,DepositProduct,N,SB
1472074,DepositProduct,Y,RecurringDeposit
4401689,undefined,Y,undefined
6113521,RecommendedProduct,N,LifeInsurance
1155760,DigitalOtherProduct,Y,NetBanking
4499211,AdvanceProduct,N,OverDraftOLCC
144785,RecommendedProduct,Y,SB
5297546,PaymentProduct,Y,POS
6357681,AdvanceProduct,Y,JewelLoan
5324960,RecommendedProduct,Y,FixedDeposit
3341301,undefined,Y,undefined
2045979,AlternateIncomePro,N,LifeInsurance
4636298,AdvanceProduct,Y,HealthInsurance
313615,AlternateIncomeProduct,Y,LifeInsurance
106330,RecommendedProduct,Y,GeneralInsurance
6090032,RecommendedProduct,N,LifeInsurance
5424727,RecommendedProduct,Y,sbicreditcard
1677406,DepositProduct,N,FixedDeposit
5930695,RecommendedProduct,Y,FixedDeposit
6127072,AdvanceProduct,Y,JewelLoan
4601253,AlternateIncomeProduct,Y,LifeInsurance
5480420,AlternateIncomePro,N,HealthInsurance
2901590,DepositProduct,Y,CA
1618700,AdvanceProduct,Y,SwayamGraha
4473174,AdvanceProduct,Y,TermLoan
6104317,RecommendedProduct,Y,HealthInsurance
1275685,AlternateIncomeProduct,Y,HealthInsurance
5930686,AlternateIncomeProduct,Y,LifeInsurance
6318800,AdvanceProduct,Y,JewelLoan
3748161,AdvanceProduct,Y,JewelLoan
5361164,DepositProduct,N,CA
4483850,RecommendedProduct,Y,LifeInsurance
